Title	Author	Description	Content	Published At	URL
Kamala Harris just did what Donald Trump never could	Anthony L. Fisher	The vice president revived the 220-year-old tradition of peaceful transfer of power that Donald Trump broke in 2020.	"The peaceful transfer of power is back, America. 
During her concession speech at Howard University Wednesday afternoon, Vice President Kamala Harris brought back from the dead one of Americas most … [+5098 chars]"	2024-11-07T00:01:27Z	https://www.msnbc.com/opinion/msnbc-opinion/kamala-harris-concession-speech-peaceful-transfer-power-rcna179027
The stunning inequality that keeps Trump’s campaign competitive	James Downie	It's unlikely that either Donald Trump or Kamala Harris will be routed Tuesday. The Electoral College and billionaire support has particularly helped Trump.	Whether theyre confident, terrified or nauseously optimistic, theres one sentiment many Democrats agree on: The presidential race shouldnt be this close. My colleague Hayes Brown lays out that case t… [+6991 chars]	2024-11-04T11:00:00Z	https://www.msnbc.com/opinion/msnbc-opinion/2024-election-polls-trump-harris-close-rcna178483
There’s one thing Harris and Trump have agreed on. The reason why is wildly depressing.	Helaine R. Olen	Former President Donald Trump and Vice President Kamala Harris differ on everything from tariffs to abortion.	"Former President Donald Trump and Vice President Kamala Harris differ on everything from tariffs to abortion. Yet both have made their support for crypto a part of their platforms.
Trump, who used t… [+6040 chars]"	2024-10-31T18:54:38Z	https://www.msnbc.com/opinion/msnbc-opinion/trump-harris-crypto-bitcoin-voters-rcna178213
Read Kamala Harris' full concession address	MSNBC	Read the full transcript of Kamala Harris' concession speech to Donald Trump delivered at Howard University	"This is a lightly edited version of Vice President Kamala Harris' remarks at Howard University, delivered on Nov. 6.
Let me say, my heart is full today: Full of gratitude for the trust you have plac… [+5587 chars]"	2024-11-06T23:04:44Z	https://www.msnbc.com/top-stories/latest/harris-full-concession-speech-howard-university-trump-rcna179039
Trump’s offensive against the free press takes an unsettling turn	Steve Benen	The more Donald Trump references violence when going after the free press, the more unsettling the Republican's campaign becomes.	Donald Trumps principal opponent is, of course, Kamala Harris, but the former president targets independent news organizations with nearly the same vigor as the Democratic vice president. There are, … [+2336 chars]	2024-11-04T17:54:05Z	https://www.msnbc.com/rachel-maddow-show/maddowblog/trumps-offensive-free-press-takes-unsettling-turn-rcna178686
The unexpected political relevance of McDonald’s McFlurry machines	Steve Benen	Donald Trump announced plans to make sure McDonald’s ice cream machines work again. The Biden administration actually made it happen.	"There have been a handful of surprises in the 2024 presidential election, but among the strangest is just how frequently weve ended up talking about McDonalds.
Donald Trump, for example, spent much … [+2875 chars]"	2024-11-01T17:19:08Z	https://www.msnbc.com/rachel-maddow-show/maddowblog/unexpected-political-relevance-mcdonalds-mcflurry-machines-rcna178423
Susie Wiles, Trump’s incoming chief of staff, has withstood his political whims (so far)	Clarissa-Jan Lim	Donald Trump announced that Susie Wiles, his campaign co-chair, will be appointed as his White House chief of staff.	Donald Trump announced his first staffing choices for his administration Thursday, naming longtime Republican political operative Susie Wiles, who worked on all three of his presidential campaigns, a… [+2168 chars]	2024-11-08T17:31:47Z	https://www.msnbc.com/top-stories/latest/susie-wiles-trump-chief-of-staff-white-house-rcna179290
Benjamin Netanyahu won the U.S. presidential election	Daniel R. DePetris	There is an assumption that Donald Trump will be more patient with Benjamin Netanyahu than Kamala Harris would have been.	Israeli Prime Minister Benjamin Netanyahu, whose leadership credentials, judgment and popularity have taken a big hit since Hamas Oct. 7, 2023, attacks on Israel and the subsequent wars in Gaza and L… [+7022 chars]	2024-11-07T19:38:26Z	https://www.msnbc.com/opinion/msnbc-opinion/netanyahu-trump-election-win-israel-gaza-rcna178956
Donald Trump should not be this close to the presidency again	Hayes Brown	As people vote for president on Election Day 2024, Donald Trump could win against Kamala Harris. despite his many indictments, conviction, and campaign mistakes	In less than 24 hours, the first polling places on the East Coast will open their doors to Election Day voters taking part in the 2024 presidential election. The final batch of surveys suggest that s… [+6541 chars]	2024-11-04T11:00:00Z	https://www.msnbc.com/opinion/msnbc-opinion/trump-campaign-win-election-day-polls-rcna177625
Donald Trump wins presidential race, defeating Kamala Harris, NBC News projects	Jordan Rubin	Trump defeats Harris in the 2024 presidential election, NBC News projects. The Republican has vowed a revenge-filled second term that may now come to fruition.	"Donald Trump has defeated Kamala Harris in the 2024 presidential election, NBC News projects.
The Republican former president has vowed a revenge-filled second term that could now come to fruition. … [+1274 chars]"	2024-11-06T10:35:17Z	https://www.msnbc.com/deadline-white-house/deadline-legal-blog/donald-trump-wins-election-race-kamala-harris-defeat-rcna174830
As Trump courts female voters, another woman publicly accuses him of sexual misconduct	Clarissa-Jan Lim	Stacey Williams, a writer and former model, joined the dozens of women who have accused Donald Trump of sexual misconduct when she came forward this week to allege that he groped her at Trump Tower in 1993.	Stacey Williams, a writer and former model, joined the dozens of women who have accused Donald Trump of sexual misconduct when she came forward this week to allege that he groped her at Trump Towerin… [+2774 chars]	2024-10-25T22:10:55Z	https://www.msnbc.com/top-stories/latest/stacey-williams-jeffrey-epstein-trump-tower-sexual-misconduct-rcna177285
Why Trump should avoid talking about intelligence leaks and Israel	Steve Benen	If Donald Trump wants to have a conversation about the United States sharing highly confidential information from Israel, he might not like where it ends up.	Some classified U.S. intelligence documents related to Israel and a potential strike on Iran appeared online in recent days, and while officials in Israel have said the disclosure isnt likely to have… [+3709 chars]	2024-10-23T16:59:13Z	https://www.msnbc.com/rachel-maddow-show/maddowblog/trump-avoid-talking-intelligence-leaks-israel-rcna176819
Why the ‘little secret’ between Trump and Speaker Johnson matters	Steve Benen	"Donald Trump and Speaker Mike Johnson have ""a little secret."" They'll tell us what it is ""when the race is over.” What could possibly go wrong?"	Donald Trumps rally at Madison Square Garden was ugly and vulgar in a great many ways, but it was also lacking in subtlety. There was text, not subtext. The Republican and his allies relied on chains… [+2262 chars]	2024-10-28T13:37:25Z	https://www.msnbc.com/rachel-maddow-show/maddowblog/little-secret-trump-speaker-johnson-matters-rcna177574
Jan. 6 should've disqualified Trump. The Supreme Court disagreed.	Jordan Rubin	Donald Trump is on the verge of winning back the White House, and you can thank the Supreme Court for ignoring the Constitution.	This article is the second in a five-part series called Protecting the Election. As former President Donald Trump and many of his allies refuse to concede his defeat in the 2020 election, this MSNBC … [+7584 chars]	2024-10-22T10:00:00Z	https://www.msnbc.com/deadline-white-house/deadline-legal-blog/trump-shouldnt-be-eligible-presidency-jan-6-rcna175458
